case_id,category,symptom_description,query,rank,title,abstract,conditions,overall_status,article_url,automatic_relevance_0_to_2,latency_seconds
169,Red-flag-like presentations,"Since yesterday, i have a very high fever and confusion.",fever confusion,5,PROphylaxis for paTiEnts at Risk of COVID-19 infecTion -V,"COVID-19 (SARS-CoV2 virus) was declared a global pandemic by the WHO on 11th March 2020. Currently there are no drugs proven to prevent COVID-19 or to reduce the severity of illness if given as prophylaxis. Although vaccines are now available, there remains a need for other prophylactic agents until vaccine use becomes widespread globally and effectiveness and durability is established, particularly in immunocompromised individuals, for whom vaccine responses may be suboptimal. Efforts are underway to repurpose established drugs with well understood drug interactions and safety profiles.

PROTECT-V is a platform trial to test prophylactic interventions against SARS-CoV2 infection in vulnerable patient populations at particularly high risk of COVID-19 and its complications, seeking to identify treatments that either might prevent the disease from occurring or may reduce the number of cases where the disease becomes serious or life-threatening.

In PROTECT-V, multiple agents can be evaluated on the same platform across vulnerable populations, with the option of adding additional treatments at later time points as these become available. The expectation is for as many sites as possible to recruit to all available trial treatments at any time, however, the platform structure and randomisation/data collection systems allow sites to open the trial treatment arms according to their capacity.

The trial opened with intranasal niclosamide and matched placebo, aiming to recruit 1500 vulnerable renal patients in February 2021. A parallel study protocol, was conducted in India, sponsored by The George Institute. Recruitment of around 750 Indian patients was completed in with the rest of the study arm recruitment in November 2022. The Niclosamide arm of the study was completed in June 2023.

The second agent, intranasal and inhaled ciclesonide and matched placebo, was meant to be added to the platform in mid-2022 in the same renal patient population however it was unable to be included due to other factor.

Sotrovimab and matched placebo have been added to the platform in August 2022 which aim to recruit approximately 800-1000 patients from the main study population with additional patient groups with primary immunodeficiency, any Haematology or Oncology patient who is currently receiving or has received chemotherapy or who is immunocompromised as a result of their disease or treatment, those with a diagnosis of an autoimmune or inflammatory disease receiving immunosuppression and also haematopoietic stem cell transplant recipients.",Covid19,COMPLETED,https://clinicaltrials.gov/study/NCT04870333,0,0.5876
170,Red-flag-like presentations,"Since yesterday, i have severe abdominal pain with vomiting.",abdominal pain vomiting,1,TAPB Combined With RSB Versus ESPB for Postoperative Analgesia After Laparoscopic Liver Resection,"Postoperative pain after laparoscopic hepatectomy is composed of multiple factors, and the peak pain of postoperative pain mainly occurs within the first 24 hours, so it is particularly important to find an appropriate analgesic method. Transversus abdominis plane block (TAPB) and Rectus sheath blocks (RSB) are widely used in abdominal surgery, but too deep a needle tip during RSB may puncture abdominal organs. TAPB and RSB can only provide somatic analgesia, but lack visceral analgesia. Recently, Erector spinae plane block (ESPB) has been used in some studies for analgesia after abdominal surgery. The purpose of this study is to compare the analgesic effect and postoperative recovery effect of erector spinae plane block and transverse abdominis plane block combined with rectus sheath block in patients undergoing laparoscopic hepatectomy. Therefore, this study has important clinical implications.",Laparoscopic Hepatectomy; Nerve Block,UNKNOWN,https://clinicaltrials.gov/study/NCT06133725,1,0.659
170,Red-flag-like presentations,"Since yesterday, i have severe abdominal pain with vomiting.",abdominal pain vomiting,2,Capsaicin Cream as an Adjunctive Therapy for Nausea and Vomiting of Pregnancy,"Between fifty and eighty percent of pregnant women experience nausea and vomiting in pregnancy making it one of the most common medical complications of pregnancy. Hyperemesis gravidarum is an extreme form of nausea and vomiting of pregnancy and results in evidence of acute starvation (i.e. large ketonuria), and weight loss (\>5% of a woman's pre-pregnancy weight). Hyperemesis gravidarum is also surprisingly common. In fact, it is the second leading cause of preterm hospitalization during pregnancy, second only preterm labor. Hospitalization is often required because hyperemesis is frequently refractory to common anti-nausea medications. However, capsaicin cream, a potent TRPV1 agonist, commonly used to relieve muscular and neuropathic pain, may be able to reduce the symptoms of nausea and emesis in patients with nausea and vomiting of pregnancy. Smaller studies have demonstrated capsaicin to be both safe and effective when used to treat intraoperative nausea during cesarean delivery. To begin to address whether capsaicin cream could be used to reduce preterm admissions and shorten emergency room visits for hyperemesis, this study will randomize women presenting to the emergency room for nausea and vomiting to treatment with capsaicin cream as an adjunctive medication or routine care. The project will investigate the impact of capsaicin cream on hospital length of stay as well as representation for additional treatment. If effective, capsaicin cream has the potential not only to reduce emergency room visits, hospital admissions and overall health care costs, but also to drastically improve patient quality of life.",Hyperemesis Gravidarum; Nausea Gravidarum; Vomiting of Pregnancy,COMPLETED,https://clinicaltrials.gov/study/NCT05098067,2,0.659
170,Red-flag-like presentations,"Since yesterday, i have severe abdominal pain with vomiting.",abdominal pain vomiting,3,Prevalence of Preoperative Dehydration in Major Elective Urologic Surgery and Its Impact on Postoperative Outcome,The primary objective of this study is to measure the prevalence of preoperative dehydration in elective major abdominal urologic surgery when we apply our daily standard operation procedures. Secondary objectives are to assess the impact of preoperative dehydration on postoperative outcome. The hypothesis is that preoperative dehydration leads to more postoperative complications.,Dehydration; Postoperative Nausea and Vomiting; Postoperative Complications,TERMINATED,https://clinicaltrials.gov/study/NCT03788070,2,0.659
170,Red-flag-like presentations,"Since yesterday, i have severe abdominal pain with vomiting.",abdominal pain vomiting,4,"Effect of FODMAP Diet on Pain, Quality of Life, and Sexual Function in Women With Pelvic Endometriosis and Gastrointestinal Symptoms","The main objective of the study is to assess whether a dietary regimen based on the principles of the FODMAP diet, compared with the current treatment programme which does not include specific dietary recommendations, can improve pain symptoms in patients with symptomatic endometriosis and intestinal symptoms (i.e. bloating, nausea, constipation, diarrhoea and vomiting) attributable to irritable bowel syndrome, compared with a control group",Endometriosis,RECRUITING,https://clinicaltrials.gov/study/NCT07590895,2,0.659
170,Red-flag-like presentations,"Since yesterday, i have severe abdominal pain with vomiting.",abdominal pain vomiting,5,Trial of Acupuncture for Reduction of Post-Colectomy Ileus,The purpose of this study is to see whether acupuncture may help patients recover from colon cancer surgery.,"Postoperative Ileus; Colon Cancer; Pain, Postoperative; Postoperative Nausea and Vomiting",COMPLETED,https://clinicaltrials.gov/study/NCT00402961,2,0.659
171,Red-flag-like presentations,"Since yesterday, i cannot breathe properly and my chest hurts.",dyspnea chest pain,1,The U.S. Embryologist Fatigue Study,"The purpose of the study is to determine physical and mental health issues of U.S. embryologists related to their occupational characteristics, and how workplace fatigue and burnout may affect their quality of life, cynicism, interactions with patients, attention to detail, and lead to human error, the cause of the most severe IVF incidents that often make headlines and result in costly litigation. It will also correlate how the current manual workflows contribute to these health issues, and what measures can be taken to improve both working conditions and embryologists' health, and, therefore, improve patient care.","Fatigue; Stress; Burnout, Professional; Musculoskeletal Pain; Back Pain; Neck Pain; Headache; Dizziness; Sleep Disturbance; Chest Pain; Syncope; Cardiovascular Diseases; Shortness of Breath; Gastrointestinal Diseases",COMPLETED,https://clinicaltrials.gov/study/NCT05326802,1,0.6648
171,Red-flag-like presentations,"Since yesterday, i cannot breathe properly and my chest hurts.",dyspnea chest pain,2,Long COVID-19 Syndrome Lifestyle Intervention Study,"Rationale: Hyper-inflammatory responses seen in acute COVID-19 are also a feature of long covid, a condition of long-term consequences that are persisting or appearing after initial infection and recovery from acute COVID-19. Long-standing, often disabling symptoms are common in long covid and can be highly varied. Common symptoms include fatigue, brain fog, muscle and chest pain, migraines, shortness of breath, anosmia, muscle weakness, and cognitive dysfunction. 35% of post-COVID patients were found to have decreased kidney function at 6 months post-discharge. In this study, we will evaluate the effect of dietary interventions in long covid patients. The dietary interventions are aimed at lowering blood glucose levels, and raising blood BHB levels. The dietary plan will recommend a low-carbohydrate diet including the avoidance of foods containing sugars and starch, while simultaneously increasing the consumption of healthy fats and sources of protein. The dietary interventions are supported by the consumption of a medical food that delivers exogenous BHB in order to raise blood BHB levels without the necessity of adhering to a strict ketogenic diet which would be difficult to implement and typically requires strict medical supervision.

Intervention: Dietary intervention with Ketocitra versus control arm (no intervention) in a 1:1 ratio Objectives: The hypothesis of this study is that low-carbohydrate dietary interventions leading to lowering of blood glucose and raising of blood BHB in addition to standard therapy will lead to faster recovery and amelioration of symptoms in long covid compared to those treated with standard therapy alone.

Study population: Subjects with a history of COVID-19 at least 2 months ago and with at least 2 neurological and/or symptoms that are typical for long covid that either started at COVID-19 infection and are ongoing at time of study entry Study methodology: Prospective and interventional randomized controlled pilot study Study arms: Dietary intervention (including medical food) arm versus control arm Study endpoints: The primary endpoint is the feasibility, safety and tolerability of dietary intervention.",Long COVID-19 Syndrome,COMPLETED,https://clinicaltrials.gov/study/NCT05836402,1,0.6648
171,Red-flag-like presentations,"Since yesterday, i cannot breathe properly and my chest hurts.",dyspnea chest pain,3,"Efficacy, Safety and Efficiency of the nMARQ Pulmonary Vein Isolation System in Paroxysmal Atrial Fibrillation","This is a pilot study designed to investigate the effectiveness of the nMARQ Pulmonary Vein Isolation system in the treatment of Paroxysmal Atrial Fibrillation (AF) at different ablation settings.

AF is a common condition which causes a fast and erratic heartbeat. There are estimated to be 50,000 new cases diagnosed per year in the UK. The fast heart beat can cause symptoms such as palpitations, lightheadedness, chest pains, shortness of breath and fatigue.

Catheter ablation is a technique used for the control of AF. In this procedure a catheter (a long thin wire) is passed into the chambers of the heart via a large blood vessel in a leg. The tip of the catheter can destroy tiny sections of heart tissue that may be the source or trigger of the abnormal electrical impulses. One of the challenges of AF ablation is to maximize success rates, as such there is currently rapid advances in technology to carry out this procedure.

Different catheters exist which deliver this energy in different ways. This study uses one such system to perform this procedure. It is called the nMARQ system for Pulmonary Vein Isolation produced by Biosense Webster. Currently this system is used in practice in the UK for patients with this medical condition.

What we seek to research is when ablating what is the optimum setting to perform ablation at. There is currently no data to guide best clinical practice in this area.",Paroxysmal Atrial Fibrillation,COMPLETED,https://clinicaltrials.gov/study/NCT02268539,1,0.6648
171,Red-flag-like presentations,"Since yesterday, i cannot breathe properly and my chest hurts.",dyspnea chest pain,4,The Effectiveness of Transcutaneous Electrical Nerve Stimulation After Thoracic Surgery,The purpose of this randomised and controlled study is to investigate the effects of transcutaneous electrical nerve stimulation combined with physiotherapy and rehabilitation program on pulmonary function and functional exercise capacity.,Thoracic; Surgery; Pain; Pulmonary Function; Functional Capacity,COMPLETED,https://clinicaltrials.gov/study/NCT04879108,1,0.6648
171,Red-flag-like presentations,"Since yesterday, i cannot breathe properly and my chest hurts.",dyspnea chest pain,5,Effect of Respiratory Muscle Training in Interstitial Lung Patients,"The aim of this study is to investigate the possible effects of inspiratory muscle training (IMT) on respiratory functions, functional capacity, balance and quality of life in patients with interstitial lung disease.",Interstitial Lung Disease,UNKNOWN,https://clinicaltrials.gov/study/NCT05106556,0,0.6648
172,Red-flag-like presentations,"Since yesterday, i have a terrible headache and blurry vision.",headache blurred vision,1,Impact of 'SESL01' Lens on Computer Vision Syndrome,"The increased use of digital devices such as computers, smart-phones, tablets, and laptops has transformed how people learn and work and has increased the use of screens. This has created visual challenges for some users, such as maintaining a clear vision for a long period even when looking at different devices. Consequently, digital device users can experience eye problems such as blurred vision, eye strain, headaches, and dry eyes. Such problems are more common in people aged 21-45, and it seems that the COVID-19 pandemic has worsened them.

Studies suggest that using specially designed lenses could reduce these problems. Therefore, the investigators aim to study whether specially designed lenses are more effective than standard ones in minimising these problems. The study will be conducted at the University of Central Lancashire at the Preston campus (UK). The study will recruit 300 participants, divided into two equal groups. Participants in group A will receive spectacles with special lenses while group B will receive spectacles with standard lenses. All Participants will be assessed three times, at 4-week intervals, and the final analysis will be performed at 14 weeks. The reduction of the eye problems will be assessed using a validated questionnaire which will produce a score that will be compared between the two groups at the end of the study.

The study's potential benefits are twofold:

1. Patients using the new lenses will hopefully see a reduction in eye problems
2. Opticians will provide be able to provide better patient care.",Computer Vision Syndrome,COMPLETED,https://clinicaltrials.gov/study/NCT05545878,2,0.6302
172,Red-flag-like presentations,"Since yesterday, i have a terrible headache and blurry vision.",headache blurred vision,2,The Effect of Physical Activity on Postural Orthostatic Tachycardia Syndrome,"Postural orthostatic tachycardia syndrome (POTS) is a disorder of unknown origin characterized by orthostatic intolerance and increased heart rate (HR) of ≥ 30 beats/minute during orthostasis in the absence of orthostatic hypotension. In addition to the orthostatic intolerance and tachycardia, patients with POTS experience several debilitating symptoms including light-headedness, nausea, blurred vision, fatigue, mental confusion (""brain-fog""), chest pain and gastrointestinal problems. Several potential underlying mechanisms have been suggested for POTS including autonomic denervation, hypovolemia, hyperadrenergic stimulation and autoantibodies against adrenergic receptors. However, none of these proposed mechanisms has yet led to an effective treatment. Physical activity is recommended as a complimentary treatment in POTS in international guidelines. However, less is known regarding how physical activity could successfully be implemented in clinical practice in patients with POTS. Thus, in the current study, we aim to assess the effect of a 16-week specialized physical activity program in POTS.",POTS - Postural Orthostatic Tachycardia Syndrome,RECRUITING,https://clinicaltrials.gov/study/NCT05554107,1,0.6302
172,Red-flag-like presentations,"Since yesterday, i have a terrible headache and blurry vision.",headache blurred vision,3,Minirin Versus Oxybutynin for Nocturnal Enuresis in Children,Nocturnal enuresis is among the most common disorders in children. The aim of current study was to compare the efficacy and safety of Minirin and oxybutynin for treatment of nocturnal enuresis in children in Bandar Abbas in 2014.,Nocturnal Enuresis,COMPLETED,https://clinicaltrials.gov/study/NCT02538302,0,0.6302
172,Red-flag-like presentations,"Since yesterday, i have a terrible headache and blurry vision.",headache blurred vision,4,The Registry Study of Takayasu Arteritis in East China,"The Takayasu arteritis (TA) is a rare inflammatory large vessel arteritis which often occurs women in Aisa, one of which is China. The rare cases restricted the development of intervention strategy, especially in female patients who plan to be pregnant. So investigators try to recruit as many TA participants as possible to build a TA cohort so that investigators could manage patients much more professionally and standardized and explore the better interventional strategy for a better outcome as well, with full use of blood and vascular tissues.","Takayasu Arteritis; Mechanisms, Defense; Pregnancy Related; Treatment Refusal; Outcome",RECRUITING,https://clinicaltrials.gov/study/NCT03893136,0,0.6302
172,Red-flag-like presentations,"Since yesterday, i have a terrible headache and blurry vision.",headache blurred vision,5,Lower Body Muscle Pre-activation in Initial Orthostatic Hypotension,"This study is aimed primarily at providing a simple and effective form of treatment to reduce the symptoms of Initial Orthostatic Hypotension (IOH) and prevent syncope. We will first characterize the physiology of IOH, and then we will study four sit-to-stand maneuvers, each with a different stress tests to identify the role of sympathetic activity vs. simple muscle contraction in IOH. Then we will complete an additional two sit-to-stands with interventions designed to decrease the blood pressure drop (and hopefully symptoms) with initial stand. These consist of physical counter maneuvers, which may be a possible treatment that can be used to mitigate the drop in blood pressure (BP) seen in IOH during a stand and relieve presyncope symptoms.",Orthostatic Intolerance; Syncope; Fainting; Presyncope,UNKNOWN,https://clinicaltrials.gov/study/NCT03970551,0,0.6302
173,Red-flag-like presentations,"Since yesterday, i have fainting and chest pain.",fainting chest pain,1,Dynamic Mixed Learning Module in Pulmonary Hypertension Patients,"This study was conducted to evaluate the effect of the Dynamic Blended Learning Module developed for patients diagnosed with pulmonary hypertension (PH) on symptom management.

Pulmonary hypertension is a chronic disease that can cause symptoms that make daily life difficult, such as shortness of breath, fatigue, chest pain, dizziness, fainting, anxiety, body pain, edema, and sleep problems. These symptoms can negatively affect patients' daily lives and treatment process.

This study examined whether a structured program involving education and regular follow-up helped patients better manage their symptoms.

As part of the program, patients received face-to-face education and regular phone calls were made throughout the nine-month follow-up period. The education sessions provided information about the course of the disease, the correct use of medications, and possible side effects. Patients were instructed on how to manage side effects such as muscle and jaw pain, facial redness, nausea, and abdominal bloating. Additionally, they were informed about when and how to contact the healthcare team if any issues arose.

In one part of the program, a video showing the experiences of a patient who effectively managed their illness was shown to participants in the intervention group.

Patients were monitored for nine months and their symptoms were assessed at regular intervals. The program's effect on symptom management was evaluated by comparing it with patients receiving standard care.",Pulmonary Hypertension; Nursing Care; Learning,COMPLETED,https://clinicaltrials.gov/study/NCT07429552,2,0.6118
173,Red-flag-like presentations,"Since yesterday, i have fainting and chest pain.",fainting chest pain,2,"The Effects of Pulmonary Hypertension Web-Based Health Care Program on Symptom Management, Social Support, Activity Tolerance, and Quality of Life in Patients With Pulmonary Hypertension.","Pulmonary arterial hypertension (PAH) is a chronic disease characterized by an elevation in pulmonary artery pressures and pulmonary vascular resistance. The condition most often is rarely detected, and patients frequently suffer symptoms for several years before being appropriately diagnosed. Patients with PH suffer from several symptoms, such as exertional dyspnea, fatigue, weakness, chest pain, fainting…et al. Pulmonary hypertension is an incurable and progressive disease with complex symptoms and treatments. Patients must learn to deal with their unpredictable future and manage the complex treatments associated with severe adverse effects and need significant changes in lifestyle.

Therefore, it is important to assist patients to develop the ability of symptom management.",Web-based Health Care Program,UNKNOWN,https://clinicaltrials.gov/study/NCT05908019,2,0.6118
173,Red-flag-like presentations,"Since yesterday, i have fainting and chest pain.",fainting chest pain,3,Cardioneuroablation for Variant Angina,"Variant angina, also known as vasospastic angina, is a form of chest pain caused by temporary spasms of the coronary arteries, which reduce blood flow to the heart. These spasms often occur at rest and may lead to serious complications, including life-threatening heart rhythm problems and sudden cardiac death. While most patients improve with medications such as calcium channel blockers and nitrates, some continue to have symptoms despite treatment. In addition, some patients are unable or unwilling to take medications regularly, which further limits effective management. These cases are referred to as medication-refractory or drug-intolerant variant angina.

The autonomic nervous system, which controls involuntary functions like heart rate and blood vessel tone, is believed to play an important role in the development of coronary artery spasms. Recent research suggests that imbalances in autonomic activity, particularly excessive parasympathetic signals, may trigger these spasms.

Cardioneuroablation (CNA) is a minimally invasive procedure that uses a catheter to target specific nerve clusters called cardiac ganglionated plexi, located on the surface of the heart. These plexi are important centers of autonomic control and are mostly made up of parasympathetic nerve cells. Originally developed to treat conditions such as fainting spells and certain types of abnormal heart rhythms, CNA works by selectively reducing abnormal parasympathetic activity in the heart.

This study is designed to explore whether CNA can help relieve chest pain and reduce coronary spasms in patients with variant angina who do not respond to medications or cannot take them consistently. The study will evaluate the safety, practicality, and potential benefits of this approach as a new treatment option for a difficult-to-manage heart condition.",Variant Angina,ACTIVE_NOT_RECRUITING,https://clinicaltrials.gov/study/NCT06992830,2,0.6118
173,Red-flag-like presentations,"Since yesterday, i have fainting and chest pain.",fainting chest pain,4,The U.S. Embryologist Fatigue Study,"The purpose of the study is to determine physical and mental health issues of U.S. embryologists related to their occupational characteristics, and how workplace fatigue and burnout may affect their quality of life, cynicism, interactions with patients, attention to detail, and lead to human error, the cause of the most severe IVF incidents that often make headlines and result in costly litigation. It will also correlate how the current manual workflows contribute to these health issues, and what measures can be taken to improve both working conditions and embryologists' health, and, therefore, improve patient care.","Fatigue; Stress; Burnout, Professional; Musculoskeletal Pain; Back Pain; Neck Pain; Headache; Dizziness; Sleep Disturbance; Chest Pain; Syncope; Cardiovascular Diseases; Shortness of Breath; Gastrointestinal Diseases",COMPLETED,https://clinicaltrials.gov/study/NCT05326802,1,0.6118
173,Red-flag-like presentations,"Since yesterday, i have fainting and chest pain.",fainting chest pain,5,Stress Echocardiography Versus Exercise ECG (ExECG) in Women With Chest Pain,"The overall question the investigators would like to help answer is whether SE with or without MCE data can be widely used as a first line investigation in women with no previous history of Coronary Artery Disease (CAD) who present with chest pain of recent onset. In order to answer this question the investigators will look at the following:

i) Is SE superior to ExECG in terms of cost to diagnosis and negative predictive value of CAD?

ii) What is the additive value of myocardial perfusion data to wall motion data for predicting significant CAD on angiography and future cardiac events in women?

iii) What is the additive value of Carotid ultrasonography in a large population of women referred for stress testing?",Coronary Artery Disease,COMPLETED,https://clinicaltrials.gov/study/NCT02346565,1,0.6118
174,Red-flag-like presentations,"Since yesterday, i have severe pelvic pain and dizziness.",pelvic pain dizziness,1,Intraabdominal Chloroprocaine During Cesarean Delivery for Pain Control,"Objective The objective of this study is to test the hypothesis that instillation of intra-abdominal chloroprocaine during cesarean deliveries is associated with decreased postoperative pain and nausea compared to placebo, without increasing intraoperative and postoperative complications.

Methods The investigators plan to randomize about 150 women undergoing primary and repeat cesarean deliveries to intra-abdominal chloroprocaine versus placebo prior to abdominal closure. Women will be excluded if they have ascertained or presumptive hypersensitivity to the ester type and major anesthetics; if they have chronic pelvic pain or if they refuse to participate in the study. The investigators' primary outcome measure will be postoperative pain as measured by visual analogue scale (VAS) at 1 hour after skin closure. Secondary outcomes will include objective pain as measured by VAS at 2, 6, 24 and 48 hours at rest and during mobilization, adverse effects of chloroprocaine (gastrointestinal side effects, pruritus), concomitant analgesic requirement, hospital readmissions and length of hospital stay. Analysis will follow the intention-to-treat principle.

The investigators will also be studying the concentration/effect (PKPD) relationship of chloroprocaine use for pain control in the postpartum period. The time courses of the plasma concentrations of chloroprocaine will be analyzed with mixed effects pharmacokinetic-pharmacodynamic (PKPD).",Cesarean Section Complications; Pain,WITHDRAWN,https://clinicaltrials.gov/study/NCT03260972,1,0.6532
174,Red-flag-like presentations,"Since yesterday, i have severe pelvic pain and dizziness.",pelvic pain dizziness,2,THE EFFECT OF tDCS IN THE TREATMENT OF CHRONIC PELVIC PAIN ASSOCIATED WITH ENDOMETRIOSIS,The purpose of this study is to determine if transcranial direct current stimulation (tDCS) is effective in the treatment of chronic pelvic pain associated with endometriosis,Chronic Pain; Endometriosis,COMPLETED,https://clinicaltrials.gov/study/NCT02161302,1,0.6532
174,Red-flag-like presentations,"Since yesterday, i have severe pelvic pain and dizziness.",pelvic pain dizziness,3,Magnetic Reflexologic Insoles for Primary Dysmenorrhea,"In the study, easy-to-access and easy-to-use reflexologic magnetic insoles were used in women with primary dysmenorrhea who did not want to receive medical treatment; In addition to reducing symptoms such as pain, nausea, dizziness, fainting, vomiting, weakness, constipation/acute gastroenteritis, it is aimed to increase individuals' participation in daily life activities and increase their quality of life by increasing their emotional state.",Primary Dysmenorrhea,UNKNOWN,https://clinicaltrials.gov/study/NCT06383312,2,0.6532
174,Red-flag-like presentations,"Since yesterday, i have severe pelvic pain and dizziness.",pelvic pain dizziness,4,Suzetrigine for Opioid-Sparing Postoperative Analgesia Following Transvaginal Pelvic Reconstructive Surgery,"Suzetrigine is a selective NaV1.8 inhibitor that provides peripheral analgesia without opioid-related CNS effects. This single-center stepped-wedge randomized clinical trial evaluates whether a suzetrigine-based postoperative analgesic regimen provides non-inferior pain control compared with standard opioid-inclusive care following transvaginal pelvic reconstructive surgery. The study will enroll 120 participants and assess pain, opioid consumption, adverse events, and functional recovery.",Pelvic Organ Prolapse (POP); Stress Urinary Incontinence (SUI); Postoperative Pain,NOT_YET_RECRUITING,https://clinicaltrials.gov/study/NCT07600697,1,0.6532
174,Red-flag-like presentations,"Since yesterday, i have severe pelvic pain and dizziness.",pelvic pain dizziness,5,Different Modes of Assessment on Acupuncture Effect on Patients With Chronic Prostatitis/Chronic Pelvic Pain Syndrome,"Background: Chronic prostatitis/chronic pelvic pain syndrome (CP/CPPS) is a common disorder. Some studies have indicated that acupuncture may ameliorate the symptoms of CP/CPPS. However, results are varied and range widely, perhaps due to different modes of assessment including timepoints, places of assessment, and especially subjective scales. We propose to determine the efficacy of acupuncture relative to sham acupuncture for patients with CP/CPPS, and compare different modes of assessment regarding the therapeutic effects of acupuncture.

Methods: Sixty patients with CP/CPPS will be randomly assigned to receive either acupuncture or sham-acupuncture (30 patients, each). Treatment will be conducted 3 times/week, for 4 weeks. The primary outcomes will each be the change from baseline of the total NIH (National Institutes of Health) CPSI (Chronic Prostatitis Symptom Index) score associated with 3 modes of assessment: Mode 1, the scale recorded at the hospital within 10minutes after the last session of 4 weeks of acupuncture treatment, in the company of the outcome assessors; Mode 2, the scale recorded the same day, but not at the hospital; and Mode 3, the scale recorded at the hospital 1 to 3 days after the last acupuncture session. The 3 key secondary outcomes include will be the 3 modes assessment of the changes from baseline of the NIH-CPSI total scores in the acupuncture group at week 4 after treatment. Analysis was by intention-to-treat, and multiplicity was controlled for with a step-down closed-testing procedure.",Chronic Prostatitis; Chronic Pelvic Pain Syndrome,UNKNOWN,https://clinicaltrials.gov/study/NCT03641807,1,0.6532
175,Red-flag-like presentations,"Since yesterday, i feel extreme weakness and cannot stand.",weakness,1,Does Passive Spinal Mobilization Improve Shoulders Strength in Healthy Adults?,Previous studies have shown that peripheral muscles weakness or inhibition is related to spinal disorders. Passive mobilization and manipulation are likely to reverse such muscle weakness for patients with spinal pain. The purpose of the study was to assess the effect of spinal mobilization on the maximal muscle strength of the shoulders.,Healthy,COMPLETED,https://clinicaltrials.gov/study/NCT02392949,1,0.61
175,Red-flag-like presentations,"Since yesterday, i feel extreme weakness and cannot stand.",weakness,2,Defining Clinical Endpoints in Limb Girdle Muscular Dystrophy (LGMD),"Limb Girdle Muscular Dystrophy comprise a group of disorders made up of over 30 mutations which share a common phenotype of progressive weakness of the shoulder and hip girdle muscles. While the individual genetic mutations are rare, as a cohort, LGMDs are one of the four most common muscular dystrophies. The overall goal of project 1 is to define the key phenotypes as measured by standard clinical outcome assessments (COAs) for limb girdle muscular dystrophies (LGMD) to hasten therapeutic development.",Limb Girdle Muscular Dystrophy; Muscular Dystrophies,COMPLETED,https://clinicaltrials.gov/study/NCT03981289,1,0.61
175,Red-flag-like presentations,"Since yesterday, i feel extreme weakness and cannot stand.",weakness,3,8 Weeks vs 12 Weeks Physical Exercise Programmes in Colorectal Cancer Patients,"Chemotherapy is a cornerstone in the treatment of colon cancer; however, its effects extend beyond malignant cells. Because chemotherapeutic agents target rapidly dividing cells, they can also damage healthy tissues, resulting in a range of adverse effects. Among the most prevalent is peripheral neuropathy, a disorder of the peripheral nervous system characterized by symptoms such as tingling, numbness, pain, and weakness in the extremities.

Chemotherapy-induced peripheral neuropathy poses a significant challenge for patients with colon cancer, as it further compromises quality of life during an already demanding phase of treatment. Damage to sensory and motor nerves interferes with the ability to perform daily activities and diminishes physical capacity, thereby intensifying both the physical and psychological burden associated with the disease.

Nevertheless, certain interventions may help mitigate these negative effects, with physical exercise emerging as a particularly promising strategy. Although it may appear counterintuitive, regular physical activity has been shown to exert beneficial effects on peripheral neuropathy. Exercise enhances blood circulation, supports the regeneration of damaged peripheral nerves, and helps reduce neuropathic pain and discomfort, ultimately improving functional performance.

It is important to emphasize that exercise interventions should be individually tailored and conducted under appropriate medical supervision. Consequently, the integration of chemotherapy with a carefully designed exercise program represents a comprehensive approach to managing both the disease and its treatment-related side effects, contributing to an improved quality of life for patients with colon cancer throughout their recovery process.",Oncology; Chemotherapy-Induced Peripheral Neuropathy,NOT_YET_RECRUITING,https://clinicaltrials.gov/study/NCT07307690,1,0.61
175,Red-flag-like presentations,"Since yesterday, i feel extreme weakness and cannot stand.",weakness,4,A Registered Cohort Study on SMA,"Spinal muscular atrophy (SMA) is an autosomal recessive disease that causes progressive muscle wasting and weakness due to loss of motor neurons in the spinal cord. This is a registered cohort of spinal muscular atrophy (SMA) type I，II and III in China. This study will provide further insights into the clinical course of SMA including overall survival, demographic characteristics, motor function, respiratory support, feeding and nutritional support, growth and development. The correlation of genotype and phenotype will be conducted.",Spinal Muscular Atrophy,RECRUITING,https://clinicaltrials.gov/study/NCT04010604,1,0.61
